# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "transcript" "-a" "../KPN MGH 78578_genome.gtf" "-o" "reads_annotate/SRR1720515_annotate.tsv" "bam_merge_paired/SRR1720515_merge_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_merge_paired/SRR1720515_merge_sort.bam
gene-KPN_02411	CP000647.1	2634077	2635843	-	1767	2996
gene-KPN_02412	CP000647.1	2635906	2636613	-	708	3164
gene-KPN_02413	CP000647.1	2637024	2637248	+	225	120
gene-KPN_02414	CP000647.1	2637316	2638002	-	687	836
gene-KPN_02415	CP000647.1	2638356	2639108	-	753	83
gene-KPN_02416	CP000647.1	2639105	2639773	-	669	44
gene-KPN_02417	CP000647.1	2639789	2640775	-	987	175
gene-KPN_02418	CP000647.1	2640871	2641671	-	801	2334
gene-KPN_02419	CP000647.1	2641872	2643359	+	1488	3393
gene-KPN_02420	CP000647.1	2643401	2643835	-	435	285
gene-KPN_02421	CP000647.1	2644208	2644831	+	624	116
gene-KPN_02422	CP000647.1	2644864	2645061	-	198	398
gene-KPN_02423	CP000647.1	2645186	2645410	+	225	157
gene-KPN_02424	CP000647.1	2645710	2647389	-	1680	280
gene-KPN_02425	CP000647.1	2647505	2648416	-	912	507
gene-KPN_02426	CP000647.1	2648600	2649511	+	912	32
gene-KPN_02427	CP000647.1	2649486	2649983	-	498	27
gene-KPN_02428	CP000647.1	2649961	2651394	-	1434	415
gene-KPN_02429	CP000647.1	2651438	2652145	-	708	231
gene-KPN_02430	CP000647.1	2653008	2654153	+	1146	19
gene-KPN_02431	CP000647.1	2654426	2654515	-	90	116
gene-KPN_02432	CP000647.1	2654606	2655406	+	801	1345
gene-KPN_02433	CP000647.1	2655507	2655582	+	76	100
gene-KPN_02434	CP000647.1	2655992	2656687	+	696	87
gene-KPN_02435	CP000647.1	2657066	2658007	-	942	370
gene-KPN_02436	CP000647.1	2658086	2659036	-	951	11
gene-KPN_02437	CP000647.1	2659143	2660060	-	918	29
gene-KPN_02438	CP000647.1	2660391	2660466	+	76	42
gene-KPN_02439	CP000647.1	2660560	2662194	-	1635	5
gene-KPN_02440	CP000647.1	2662785	2663489	+	705	30
gene-KPN_02441	CP000647.1	2663486	2664463	+	978	103
gene-KPN_02442	CP000647.1	2664755	2665003	-	249	39
gene-KPN_02443	CP000647.1	2665427	2667049	-	1623	95
gene-KPN_02444	CP000647.1	2667322	2667567	+	246	12
gene-KPN_02445	CP000647.1	2667697	2669151	+	1455	470
gene-KPN_02446	CP000647.1	2669313	2669388	-	76	89
gene-KPN_02447	CP000647.1	2669517	2670953	-	1437	114
gene-KPN_02448	CP000647.1	2671146	2671221	+	76	50
gene-KPN_02449	CP000647.1	2671503	2672606	+	1104	80
gene-KPN_02450	CP000647.1	2672603	2673574	-	972	545
gene-KPN_02451	CP000647.1	2673781	2674617	-	837	2109
gene-KPN_02452	CP000647.1	2675517	2676431	+	915	4
gene-KPN_02453	CP000647.1	2676437	2676688	-	252	7
gene-KPN_02454	CP000647.1	2676779	2677111	-	333	2
gene-KPN_02455	CP000647.1	2677333	2679120	-	1788	1105
gene-KPN_02456	CP000647.1	2679254	2679634	-	381	325
gene-KPN_02457	CP000647.1	2679753	2679935	-	183	252
gene-KPN_02458	CP000647.1	2680059	2681378	+	1320	18
gene-KPN_02459	CP000647.1	2681425	2682165	+	741	2
gene-KPN_02460	CP000647.1	2682125	2683081	-	957	64
gene-KPN_02461	CP000647.1	2683197	2683586	+	390	24
gene-KPN_02462	CP000647.1	2684538	2685647	+	1110	43
gene-KPN_02463	CP000647.1	2685690	2686757	-	1068	25
gene-KPN_02464	CP000647.1	2686785	2687525	-	741	60
gene-KPN_02465	CP000647.1	2687840	2688163	-	324	1910
gene-KPN_02466	CP000647.1	2688331	2689332	-	1002	300
gene-KPN_02467	CP000647.1	2689488	2689961	-	474	253
gene-KPN_02468	CP000647.1	2690138	2691307	-	1170	67
gene-KPN_02469	CP000647.1	2691482	2692906	+	1425	86
gene-KPN_02470	CP000647.1	2693130	2695232	-	2103	467
gene-KPN_02471	CP000647.1	2695472	2695783	+	312	6
gene-KPN_02472	CP000647.1	2695965	2697323	-	1359	1532
gene-KPN_02473	CP000647.1	2697613	2698503	-	891	97
gene-KPN_02474	CP000647.1	2698542	2699366	-	825	187
gene-KPN_02475	CP000647.1	2699739	2700638	+	900	7
gene-KPN_02476	CP000647.1	2700678	2701982	+	1305	26
gene-KPN_02477	CP000647.1	2701979	2703040	+	1062	29
gene-KPN_02478	CP000647.1	2703037	2704104	+	1068	105
gene-KPN_02479	CP000647.1	2704104	2704694	+	591	24
gene-KPN_02480	CP000647.1	2704694	2705431	+	738	14
gene-KPN_02481	CP000647.1	2705413	2706189	+	777	115
gene-KPN_02482	CP000647.1	2706183	2706779	+	597	101
gene-KPN_02483	CP000647.1	2707176	2708864	+	1689	0
gene-KPN_02484	CP000647.1	2709020	2712586	-	3567	0
gene-KPN_02485	CP000647.1	2712583	2713914	-	1332	0
gene-KPN_02486	CP000647.1	2713904	2714737	-	834	0
gene-KPN_02487	CP000647.1	2714766	2715596	-	831	0
gene-KPN_02488	CP000647.1	2715683	2716237	-	555	100
gene-KPN_02489	CP000647.1	2716252	2717142	-	891	132
gene-KPN_02490	CP000647.1	2717174	2718043	-	870	156
gene-KPN_02491	CP000647.1	2718057	2719121	-	1065	324
gene-KPN_02492	CP000647.1	2719961	2720965	+	1005	423
gene-KPN_02493	CP000647.1	2721911	2723077	-	1167	593
gene-KPN_02494	CP000647.1	2723257	2723811	-	555	217
gene-KPN_02495	CP000647.1	2723826	2724716	-	891	114
gene-KPN_02496	CP000647.1	2724748	2725617	-	870	407
gene-KPN_02497	CP000647.1	2725631	2726695	-	1065	28
gene-KPN_02498	CP000647.1	2726712	2726816	+	105	0
gene-KPN_02499	CP000647.1	2726937	2728343	-	1407	257
gene-KPN_02500	CP000647.1	2728512	2730014	-	1503	0
gene-KPN_02501	CP000647.1	2729995	2731116	-	1122	0
gene-KPN_02502	CP000647.1	2731206	2732828	-	1623	0
gene-KPN_02503	CP000647.1	2732856	2733980	-	1125	0
gene-KPN_02504	CP000647.1	2734012	2734887	-	876	0
gene-KPN_02505	CP000647.1	2734915	2735766	-	852	0
gene-KPN_02506	CP000647.1	2735763	2736644	-	882	0
gene-KPN_02507	CP000647.1	2736704	2737768	-	1065	0
gene-KPN_02508	CP000647.1	2737873	2738781	-	909	0
gene-KPN_02509	CP000647.1	2738813	2740258	-	1446	0
gene-KPN_02510	CP000647.1	2740343	2742505	-	2163	0
gene-KPN_02511	CP000647.1	2742521	2742964	-	444	0
gene-KPN_02512	CP000647.1	2742961	2744094	-	1134	106
gene-KPN_02513	CP000647.1	2744240	2745673	-	1434	320
gene-KPN_02514	CP000647.1	2746632	2747261	-	630	385
gene-KPN_02515	CP000647.1	2747654	2748550	-	897	1381
gene-KPN_02516	CP000647.1	2749265	2750893	+	1629	239
gene-KPN_02517	CP000647.1	2751430	2753253	-	1824	256
gene-KPN_02518	CP000647.1	2753308	2753889	-	582	87
gene-KPN_02519	CP000647.1	2753980	2754621	-	642	445
gene-KPN_02520	CP000647.1	2754736	2755584	-	849	31
gene-KPN_02521	CP000647.1	2755704	2757074	+	1371	15
gene-KPN_02522	CP000647.1	2757286	2759220	+	1935	13
gene-KPN_02523	CP000647.1	2759235	2759936	+	702	2
gene-KPN_02524	CP000647.1	2760430	2761041	+	612	3
gene-KPN_02525	CP000647.1	2761314	2762546	-	1233	43
gene-KPN_02526	CP000647.1	2762889	2764127	+	1239	34
gene-KPN_02527	CP000647.1	2764127	2767249	+	3123	63
gene-KPN_02528	CP000647.1	2767250	2770327	+	3078	44
gene-KPN_02529	CP000647.1	2770329	2771744	+	1416	41
gene-KPN_02530	CP000647.1	2771741	2773219	+	1479	6
gene-KPN_02531	CP000647.1	2773216	2773938	+	723	83
gene-KPN_02532	CP000647.1	2774257	2775618	+	1362	181
gene-KPN_02533	CP000647.1	2775861	2776757	+	897	225
gene-KPN_02534	CP000647.1	2776998	2777771	-	774	56
gene-KPN_02535	CP000647.1	2777782	2778624	-	843	17
gene-KPN_02536	CP000647.1	2778617	2779522	-	906	5
gene-KPN_02537	CP000647.1	2779519	2780556	-	1038	17
gene-KPN_02538	CP000647.1	2780553	2782175	-	1623	26
gene-KPN_02539	CP000647.1	2782295	2783449	-	1155	41
gene-KPN_02540	CP000647.1	2783747	2784409	-	663	1
gene-KPN_02541	CP000647.1	2784458	2785735	-	1278	10
gene-KPN_02542	CP000647.1	2785806	2787269	-	1464	5
gene-KPN_02543	CP000647.1	2787279	2788646	-	1368	7
gene-KPN_02544	CP000647.1	2788853	2789794	+	942	33
gene-KPN_02545	CP000647.1	2789817	2790818	-	1002	61
gene-KPN_02546	CP000647.1	2791094	2791822	+	729	35
gene-KPN_02547	CP000647.1	2791849	2793456	+	1608	97
gene-KPN_02548	CP000647.1	2793538	2794821	+	1284	359
gene-KPN_02549	CP000647.1	2794880	2795932	-	1053	5469
gene-KPN_02550	CP000647.1	2796080	2796880	-	801	8
gene-KPN_02551	CP000647.1	2796877	2797650	-	774	10
gene-KPN_02552	CP000647.1	2797968	2798390	+	423	147
gene-KPN_02553	CP000647.1	2798387	2799301	-	915	34
gene-KPN_02554	CP000647.1	2799422	2801233	+	1812	71
gene-KPN_02555	CP000647.1	2801236	2802579	+	1344	103
gene-KPN_02556	CP000647.1	2802569	2803468	-	900	27
gene-KPN_02557	CP000647.1	2803652	2803969	+	318	70
gene-KPN_02558	CP000647.1	2803941	2804405	+	465	33
gene-KPN_02559	CP000647.1	2804402	2805466	-	1065	223
gene-KPN_02560	CP000647.1	2805665	2807698	+	2034	389
gene-KPN_02561	CP000647.1	2807813	2808283	-	471	63
gene-KPN_02562	CP000647.1	2808331	2809050	-	720	78
gene-KPN_02563	CP000647.1	2809044	2810768	-	1725	318
gene-KPN_02564	CP000647.1	2811050	2811787	-	738	58
gene-KPN_02565	CP000647.1	2811771	2812718	-	948	109
gene-KPN_02566	CP000647.1	2812711	2813868	-	1158	110
gene-KPN_02567	CP000647.1	2813876	2814793	-	918	352
gene-KPN_02568	CP000647.1	2814930	2817227	-	2298	878
gene-KPN_02569	CP000647.1	2817422	2819167	+	1746	705
gene-KPN_02570	CP000647.1	2819253	2819807	+	555	16
gene-KPN_02571	CP000647.1	2819972	2820757	-	786	44
gene-KPN_02572	CP000647.1	2820814	2821335	-	522	42
gene-KPN_02573	CP000647.1	2821595	2822545	-	951	83
gene-KPN_02574	CP000647.1	2822734	2823279	-	546	332
gene-KPN_02575	CP000647.1	2823476	2824045	+	570	66
gene-KPN_02576	CP000647.1	2824079	2825518	-	1440	296
gene-KPN_02577	CP000647.1	2825789	2827183	-	1395	74
gene-KPN_02578	CP000647.1	2827199	2829061	-	1863	36
gene-KPN_02579	CP000647.1	2829204	2830037	-	834	346
gene-KPN_02580	CP000647.1	2830193	2831518	-	1326	14
gene-KPN_02581	CP000647.1	2831914	2832846	-	933	24
gene-KPN_02582	CP000647.1	2833204	2833602	+	399	46
gene-KPN_02583	CP000647.1	2833599	2834294	+	696	50
gene-KPN_02584	CP000647.1	2834422	2835306	+	885	77
gene-KPN_02585	CP000647.1	2835582	2836298	+	717	85
gene-KPN_02586	CP000647.1	2836369	2837379	-	1011	48
gene-KPN_02587	CP000647.1	2837395	2838870	-	1476	258
gene-KPN_02588	CP000647.1	2839034	2840062	-	1029	976
gene-KPN_02589	CP000647.1	2840329	2841351	-	1023	29
gene-KPN_02590	CP000647.1	2841507	2842664	-	1158	61
gene-KPN_02591	CP000647.1	2842680	2843348	-	669	415
gene-KPN_02592	CP000647.1	2843709	2844542	+	834	76
gene-KPN_02593	CP000647.1	2844613	2846532	-	1920	18
gene-KPN_02594	CP000647.1	2847085	2848554	-	1470	711
gene-KPN_02595	CP000647.1	2848733	2849599	-	867	172
gene-KPN_02596	CP000647.1	2849956	2850912	+	957	12
gene-KPN_02597	CP000647.1	2850985	2851839	+	855	39
gene-KPN_02598	CP000647.1	2851890	2853584	-	1695	65
gene-KPN_02599	CP000647.1	2853601	2854539	-	939	27
gene-KPN_02600	CP000647.1	2854540	2855670	-	1131	27
gene-KPN_02601	CP000647.1	2856007	2857188	+	1182	36
gene-KPN_02602	CP000647.1	2857228	2857416	-	189	20
gene-KPN_02603	CP000647.1	2857630	2858202	+	573	461
gene-KPN_02604	CP000647.1	2858273	2859463	-	1191	1672
gene-KPN_02605	CP000647.1	2859671	2861137	+	1467	246
gene-KPN_02606	CP000647.1	2861258	2862235	+	978	102
gene-KPN_02607	CP000647.1	2862273	2862986	+	714	102
gene-KPN_02608	CP000647.1	2863518	2863982	+	465	1550
gene-KPN_02609	CP000647.1	2864171	2865733	+	1563	271
gene-KPN_02610	CP000647.1	2865802	2867607	+	1806	86
gene-KPN_02611	CP000647.1	2867617	2868711	+	1095	100
gene-KPN_02612	CP000647.1	2868711	2869736	+	1026	43
gene-KPN_02613	CP000647.1	2869738	2871327	+	1590	82
gene-KPN_02614	CP000647.1	2871331	2871675	-	345	929
gene-KPN_02615	CP000647.1	2872007	2873203	-	1197	184
gene-KPN_02616	CP000647.1	2873200	2873919	-	720	114
gene-KPN_02617	CP000647.1	2874067	2875824	+	1758	64
gene-KPN_02618	CP000647.1	2875961	2876245	+	285	281
gene-KPN_02619	CP000647.1	2876304	2877191	-	888	82
gene-KPN_02620	CP000647.1	2877275	2878582	+	1308	20
gene-KPN_02621	CP000647.1	2878601	2879197	-	597	65
gene-KPN_02622	CP000647.1	2879280	2880041	+	762	38
gene-KPN_02623	CP000647.1	2880061	2881068	-	1008	93
gene-KPN_02624	CP000647.1	2881255	2881482	+	228	204
gene-KPN_02625	CP000647.1	2881501	2883261	+	1761	245
gene-KPN_02626	CP000647.1	2883338	2883414	+	77	52
gene-KPN_02627	CP000647.1	2883599	2884708	+	1110	620
gene-KPN_02628	CP000647.1	2884931	2885374	+	444	2025
gene-KPN_02629	CP000647.1	2885441	2887075	-	1635	653
gene-KPN_02630	CP000647.1	2887357	2888565	+	1209	19
gene-KPN_02631	CP000647.1	2888557	2889993	-	1437	178
gene-KPN_02632	CP000647.1	2890143	2891786	-	1644	16
gene-KPN_02633	CP000647.1	2891861	2892514	-	654	21
gene-KPN_02634	CP000647.1	2892514	2893578	-	1065	51
gene-KPN_02635	CP000647.1	2893652	2894704	-	1053	37
gene-KPN_02636	CP000647.1	2894808	2895911	-	1104	22452
gene-KPN_02637	CP000647.1	2896683	2899340	+	2658	1426
gene-KPN_02638	CP000647.1	2899356	2900006	+	651	2310
gene-KPN_02639	CP000647.1	2900052	2902892	-	2841	548
gene-KPN_02640	CP000647.1	2903024	2905657	-	2634	3428
gene-KPN_02641	CP000647.1	2905804	2906532	+	729	241
gene-KPN_02642	CP000647.1	2906877	2909162	+	2286	1504
gene-KPN_02643	CP000647.1	2909264	2910394	+	1131	1098
gene-KPN_02644	CP000647.1	2910394	2910648	+	255	168
gene-KPN_02645	CP000647.1	2911112	2912182	-	1071	245
gene-KPN_02646	CP000647.1	2912192	2913538	-	1347	124
gene-KPN_02647	CP000647.1	2913810	2915432	+	1623	2
gene-KPN_02648	CP000647.1	2915422	2916681	+	1260	6
gene-KPN_02649	CP000647.1	2916678	2917856	+	1179	50
gene-KPN_02650	CP000647.1	2917878	2918681	-	804	35
gene-KPN_02651	CP000647.1	2918696	2919985	-	1290	15
gene-KPN_02652	CP000647.1	2920028	2921233	-	1206	17
gene-KPN_02653	CP000647.1	2921244	2922029	-	786	20
gene-KPN_02654	CP000647.1	2922234	2923430	-	1197	232
gene-KPN_02655	CP000647.1	2923533	2924057	-	525	55
gene-KPN_02656	CP000647.1	2924350	2925324	-	975	81
gene-KPN_02657	CP000647.1	2925504	2925863	+	360	138
gene-KPN_02658	CP000647.1	2925919	2927295	-	1377	73
gene-KPN_02659	CP000647.1	2927292	2928257	-	966	80
gene-KPN_02660	CP000647.1	2928257	2929114	-	858	295
gene-KPN_02661	CP000647.1	2929129	2929887	-	759	23
gene-KPN_02662	CP000647.1	2929884	2931554	-	1671	129
gene-KPN_02663	CP000647.1	2931637	2932956	-	1320	92
gene-KPN_02664	CP000647.1	2933062	2933523	-	462	58
gene-KPN_02665	CP000647.1	2933581	2934501	+	921	90
gene-KPN_02666	CP000647.1	2934556	2936013	-	1458	1231
gene-KPN_02667	CP000647.1	2936020	2937549	-	1530	2088
gene-KPN_02668	CP000647.1	2937719	2939560	-	1842	3190
gene-KPN_02669	CP000647.1	2939557	2939859	-	303	259
gene-KPN_02670	CP000647.1	2939856	2940410	-	555	410
gene-KPN_02671	CP000647.1	2940422	2940964	-	543	541
gene-KPN_02672	CP000647.1	2940979	2941956	-	978	2456
gene-KPN_02673	CP000647.1	2941953	2944679	-	2727	2074
gene-KPN_02674	CP000647.1	2944712	2946049	-	1338	1360
gene-KPN_02675	CP000647.1	2946046	2946546	-	501	612
gene-KPN_02676	CP000647.1	2946549	2948357	-	1809	2598
gene-KPN_02677	CP000647.1	2948444	2949118	-	675	683
gene-KPN_02678	CP000647.1	2949134	2949493	-	360	1008
gene-KPN_02679	CP000647.1	2950232	2951158	-	927	160
gene-KPN_02680	CP000647.1	2952031	2953248	+	1218	218
gene-KPN_02681	CP000647.1	2953330	2953929	+	600	67
gene-KPN_02682	CP000647.1	2953974	2955806	-	1833	308
gene-KPN_02683	CP000647.1	2955883	2956542	-	660	299
gene-KPN_02684	CP000647.1	2956554	2956919	-	366	297
gene-KPN_02685	CP000647.1	2956929	2957048	-	120	79
gene-KPN_02686	CP000647.1	2957136	2957591	-	456	108
gene-KPN_02687	CP000647.1	2957929	2959131	+	1203	1447
gene-KPN_02688	CP000647.1	2959347	2961479	+	2133	1339
gene-KPN_02689	CP000647.1	2961572	2962123	-	552	548
gene-KPN_02690	CP000647.1	2962181	2962741	-	561	209
gene-KPN_02691	CP000647.1	2962795	2963433	-	639	75
gene-KPN_02692	CP000647.1	2963614	2964243	+	630	91
gene-KPN_02693	CP000647.1	2964309	2964671	+	363	193
gene-KPN_02694	CP000647.1	2964690	2965583	+	894	356
gene-KPN_02695	CP000647.1	2965799	2966326	+	528	77
gene-KPN_02696	CP000647.1	2966332	2967105	-	774	140
gene-KPN_02697	CP000647.1	2967113	2967829	-	717	62
gene-KPN_02698	CP000647.1	2967826	2968512	-	687	33
gene-KPN_02699	CP000647.1	2968577	2969359	-	783	337
gene-KPN_02700	CP000647.1	2969627	2970370	-	744	223
gene-KPN_02701	CP000647.1	2970692	2971261	-	570	40
gene-KPN_02702	CP000647.1	2971397	2972914	-	1518	439
gene-KPN_02703	CP000647.1	2972948	2973436	-	489	1187
gene-KPN_02704	CP000647.1	2973653	2974342	-	690	384
gene-KPN_02705	CP000647.1	2974332	2975600	-	1269	624
gene-KPN_02706	CP000647.1	2975676	2976596	-	921	1386
gene-KPN_02707	CP000647.1	2976782	2977441	-	660	196
gene-KPN_02708	CP000647.1	2977468	2978280	-	813	163
gene-KPN_02709	CP000647.1	2978280	2979293	-	1014	125
gene-KPN_02710	CP000647.1	2979357	2980469	-	1113	96
gene-KPN_02711	CP000647.1	2980691	2981581	+	891	45
gene-KPN_02712	CP000647.1	2981668	2982759	-	1092	24
gene-KPN_02713	CP000647.1	2983053	2984273	-	1221	452
gene-KPN_02714	CP000647.1	2984432	2986420	+	1989	59
gene-KPN_02715	CP000647.1	2986482	2986766	-	285	37
gene-KPN_02716	CP000647.1	2986795	2987343	-	549	47
gene-KPN_02717	CP000647.1	2987343	2988152	-	810	18
gene-KPN_02718	CP000647.1	2988152	2988976	-	825	59
gene-KPN_02719	CP000647.1	2988979	2990064	-	1086	140
gene-KPN_02720	CP000647.1	2990106	2991110	-	1005	200
gene-KPN_02721	CP000647.1	2991206	2991757	+	552	141
gene-KPN_02722	CP000647.1	2991778	2992263	-	486	209
gene-KPN_02723	CP000647.1	2992473	2994617	-	2145	440
gene-KPN_02724	CP000647.1	2994617	2995927	-	1311	199
gene-KPN_02725	CP000647.1	2996087	2996329	-	243	720
gene-KPN_02726	CP000647.1	2996739	2998067	+	1329	300
gene-KPN_02727	CP000647.1	2998129	2998890	-	762	593
gene-KPN_02728	CP000647.1	2999180	3000109	+	930	1548
gene-KPN_02729	CP000647.1	3000199	3000273	+	75	29
gene-KPN_02730	CP000647.1	3000522	3001004	+	483	4
gene-KPN_02731	CP000647.1	3001372	3002253	+	882	4
gene-KPN_02732	CP000647.1	3002263	3003171	-	909	69
gene-KPN_02733	CP000647.1	3003304	3003762	+	459	4
gene-KPN_02734	CP000647.1	3003759	3004955	+	1197	12
gene-KPN_02735	CP000647.1	3005437	3006651	-	1215	656
gene-KPN_02736	CP000647.1	3007034	3008731	+	1698	98
gene-KPN_02737	CP000647.1	3008728	3009480	+	753	149
gene-KPN_02738	CP000647.1	3009534	3010499	-	966	353
gene-KPN_02739	CP000647.1	3010787	3011998	+	1212	203
gene-KPN_02740	CP000647.1	3011995	3013662	-	1668	1052
gene-KPN_02741	CP000647.1	3013873	3014829	+	957	594
gene-KPN_02742	CP000647.1	3014960	3015319	+	360	110
gene-KPN_02743	CP000647.1	3015377	3016618	-	1242	230
gene-KPN_02744	CP000647.1	3016965	3018167	+	1203	694
gene-KPN_02745	CP000647.1	3018174	3020387	-	2214	172
gene-KPN_02746	CP000647.1	3020597	3020672	-	76	700
gene-KPN_02747	CP000647.1	3020714	3020789	-	76	1073
gene-KPN_02748	CP000647.1	3021024	3021362	+	339	99
gene-KPN_02749	CP000647.1	3021366	3021758	+	393	89
gene-KPN_02750	CP000647.1	3021810	3023228	-	1419	1654
gene-KPN_02751	CP000647.1	3023488	3023563	+	76	497
gene-KPN_02752	CP000647.1	3023609	3023684	+	76	232
gene-KPN_02753	CP000647.1	3023731	3023806	+	76	227
gene-KPN_02754	CP000647.1	3023811	3023886	+	76	56
gene-KPN_02755	CP000647.1	3023971	3024822	-	852	73
gene-KPN_02756	CP000647.1	3024986	3025984	+	999	207
gene-KPN_02757	CP000647.1	3025981	3026199	-	219	22
gene-KPN_02758	CP000647.1	3026201	3028216	-	2016	960
gene-KPN_02759	CP000647.1	3028286	3029347	-	1062	2926
gene-KPN_02760	CP000647.1	3029578	3030339	+	762	152
gene-KPN_02761	CP000647.1	3030516	3031487	+	972	887
gene-KPN_02762	CP000647.1	3031868	3032125	+	258	1586
gene-KPN_02763	CP000647.1	3032170	3033897	+	1728	12512
gene-KPN_02764	CP000647.1	3033940	3034449	+	510	13582
gene-KPN_02765	CP000647.1	3034491	3034730	-	240	30
gene-KPN_02766	CP000647.1	3034727	3035593	-	867	46
gene-KPN_02767	CP000647.1	3035676	3036974	+	1299	28
gene-KPN_02768	CP000647.1	3037115	3037510	+	396	45
gene-KPN_02769	CP000647.1	3037507	3038418	-	912	45
gene-KPN_02770	CP000647.1	3038537	3039631	-	1095	111
gene-KPN_02771	CP000647.1	3039621	3040496	-	876	112
gene-KPN_02772	CP000647.1	3040496	3041329	-	834	69
gene-KPN_02773	CP000647.1	3041329	3042345	-	1017	318
gene-KPN_02774	CP000647.1	3042984	3043883	-	900	995
gene-KPN_02775	CP000647.1	3043978	3044553	-	576	353
gene-KPN_02776	CP000647.1	3044615	3045064	-	450	36
gene-KPN_02777	CP000647.1	3045051	3045491	-	441	291
gene-KPN_02778	CP000647.1	3045688	3046560	+	873	414
gene-KPN_02779	CP000647.1	3046560	3047459	+	900	60
gene-KPN_02780	CP000647.1	3047503	3048555	-	1053	28
gene-KPN_02781	CP000647.1	3048601	3049098	-	498	2
gene-KPN_02782	CP000647.1	3049098	3049718	-	621	17
gene-KPN_02783	CP000647.1	3049767	3050666	-	900	41
gene-KPN_02784	CP000647.1	3050687	3052048	-	1362	38
gene-KPN_02785	CP000647.1	3052060	3053463	-	1404	6
gene-KPN_02786	CP000647.1	3053460	3054692	-	1233	8
gene-KPN_02787	CP000647.1	3054892	3056079	-	1188	12
gene-KPN_02788	CP000647.1	3056069	3056914	-	846	7
gene-KPN_02789	CP000647.1	3056918	3058321	-	1404	4
gene-KPN_02790	CP000647.1	3058333	3058620	-	288	5
gene-KPN_02791	CP000647.1	3058749	3059039	-	291	27
gene-KPN_02792	CP000647.1	3059078	3060094	-	1017	9
gene-KPN_02793	CP000647.1	3060084	3060893	-	810	10
gene-KPN_02794	CP000647.1	3060890	3061579	-	690	6
gene-KPN_02795	CP000647.1	3061557	3062036	-	480	2
gene-KPN_02796	CP000647.1	3062049	3062384	-	336	32
gene-KPN_02797	CP000647.1	3062603	3064882	-	2280	1885
gene-KPN_02798	CP000647.1	3065177	3066133	+	957	1186
gene-KPN_02799	CP000647.1	3066150	3068144	+	1995	2908
gene-KPN_02800	CP000647.1	3068134	3069150	-	1017	254
gene-KPN_02801	CP000647.1	3069244	3069840	-	597	19
gene-KPN_02802	CP000647.1	3069899	3071812	-	1914	51
gene-KPN_02803	CP000647.1	3072254	3075367	+	3114	137
gene-KPN_02804	CP000647.1	3075920	3076273	+	354	81
gene-KPN_02805	CP000647.1	3076277	3077404	+	1128	415
gene-KPN_02806	CP000647.1	3077431	3077634	+	204	341
gene-KPN_02807	CP000647.1	3077683	3078378	-	696	250
gene-KPN_02808	CP000647.1	3078455	3080458	-	2004	163
gene-KPN_02809	CP000647.1	3080468	3081343	-	876	143
gene-KPN_02810	CP000647.1	3081463	3082176	-	714	527
gene-KPN_02811	CP000647.1	3082405	3083439	-	1035	751
gene-KPN_02812	CP000647.1	3083456	3084334	-	879	1443
gene-KPN_02813	CP000647.1	3084488	3085054	+	567	334
gene-KPN_02814	CP000647.1	3085058	3085528	+	471	698
gene-KPN_02815	CP000647.1	3085590	3086651	-	1062	278
gene-KPN_02816	CP000647.1	3086874	3088337	+	1464	260
gene-KPN_02817	CP000647.1	3088347	3088706	+	360	96
gene-KPN_02818	CP000647.1	3088828	3089745	+	918	101
gene-KPN_02819	CP000647.1	3089742	3090419	-	678	206
gene-KPN_02820	CP000647.1	3090542	3091828	-	1287	77
gene-KPN_02821	CP000647.1	3091924	3092550	-	627	879
gene-KPN_02822	CP000647.1	3092768	3094201	-	1434	161
gene-KPN_02823	CP000647.1	3094211	3095104	-	894	136
gene-KPN_02824	CP000647.1	3095368	3096405	+	1038	196
gene-KPN_02825	CP000647.1	3096402	3097043	+	642	30
gene-KPN_02826	CP000647.1	3097224	3099284	+	2061	1607
gene-KPN_02827	CP000647.1	3099288	3100820	+	1533	1730
gene-KPN_02828	CP000647.1	3100874	3103102	-	2229	79
gene-KPN_02829	CP000647.1	3103380	3103586	-	207	60
gene-KPN_02830	CP000647.1	3103743	3104630	-	888	64
gene-KPN_02831	CP000647.1	3106365	3107432	+	1068	5
gene-KPN_02832	CP000647.1	3107416	3109284	+	1869	54
gene-KPN_02833	CP000647.1	3109379	3110956	-	1578	1667
gene-KPN_02834	CP000647.1	3111024	3112490	-	1467	1389
gene-KPN_02835	CP000647.1	3112649	3114040	+	1392	259
gene-KPN_02836	CP000647.1	3114292	3115371	-	1080	50
gene-KPN_02837	CP000647.1	3116256	3116612	-	357	14
gene-KPN_02838	CP000647.1	3116660	3117163	-	504	178
gene-KPN_02839	CP000647.1	3117082	3117357	-	276	28
gene-KPN_02840	CP000647.1	3117408	3117818	-	411	18
gene-KPN_02841	CP000647.1	3118092	3119570	-	1479	1166
gene-KPN_02842	CP000647.1	3119684	3120862	-	1179	1846
gene-KPN_02843	CP000647.1	3120873	3121493	-	621	2044
gene-KPN_02844	CP000647.1	3121528	3122772	-	1245	1535
gene-KPN_02845	CP000647.1	3122894	3124015	-	1122	1451
gene-KPN_02846	CP000647.1	3124042	3125037	-	996	544
gene-KPN_02847	CP000647.1	3125314	3126480	-	1167	384
gene-KPN_02848	CP000647.1	3126833	3127264	-	432	428
